CustomerID,Monetary,NTransactions,TotItems,cat_0,cat_1,cat_2,UniqueItems,E-Sale
13923,351.13,20,185,120,61,4,20,3.78
13924,1838.85,117,1575,1377,184,14,90,5.4
13925,678.25,41,331,280,34,17,28,3.66
13926,223.85,11,104,69,30,5,11,2.25
13927,348.99,21,214,181,31,2,21,4.03
13928,464.57,27,129,64,49,16,23,4.2
13929,842.65,9,143,24,63,56,8,2.53
13930,337.34,17,274,264,10,0,15,3.54
13931,1237.53,58,725,610,85,30,56,5.47
13932,307.4,16,72,0,60,12,16,3.77
13933,608.79,23,205,120,81,4,23,4.31
13934,922.1,31,390,266,113,11,31,4.55
13936,376.58,26,330,302,28,0,26,4.31
13937,158.85,9,123,108,15,0,9,2.82
13938,71.66,7,70,70,0,0,7,2.75
13939,568.55,45,847,823,22,2,43,4.39
13940,839.14,49,516,402,98,16,39,4.59
13941,5112.96,45,2364,1480,880,4,24,3.78
13946,561.57,11,443,286,157,0,11,2.92
13947,90.6,5,44,36,8,0,5,2.05
13948,102.0,3,40,36,0,4,3,1.24
13949,2427.32,160,2474,2326,148,0,124,6.05
13950,730.06,34,322,240,64,18,32,4.41
13951,674.45,39,459,370,79,10,38,4.53
13952,3251.07,136,1430,941,407,82,119,6.31
13953,3515.68,20,2724,2696,28,0,8,2.72
13954,439.92,25,150,94,46,10,24,3.83
13955,322.96,33,154,120,27,7,33,4.36
13956,1026.42,141,491,382,81,28,123,6.32
13959,598.2,86,357,286,61,10,79,5.78
13960,230.22,12,142,114,18,10,11,2.92
13962,169.55,11,87,74,6,7,11,2.76
13963,664.54,35,460,392,54,14,35,4.63
13967,80.7,2,42,36,6,0,2,0.67
13969,9053.94,612,4542,3580,883,79,334,7.28
13971,2758.26,149,1844,1572,262,10,118,6.38
13972,190.25,15,187,145,40,2,15,3.31
13973,264.7,11,109,79,21,9,11,3.08
13974,413.59,28,249,210,39,0,28,4.51
13975,2526.28,320,1732,1497,215,20,240,7.32
13976,357.98,10,154,84,56,14,10,2.98
13978,196.79,15,315,314,1,0,14,3.1
13979,869.87,54,639,592,47,0,54,5.46
13980,200.14,11,172,136,30,6,11,2.72
13982,1871.81,109,1136,816,313,7,72,5.63
13983,2603.43,105,1183,994,146,43,91,2.98
13984,920.51,16,679,616,63,0,14,3.51
13985,7060.13,349,3445,2698,745,2,108,6.23
13986,320.46,12,430,396,34,0,12,3.28
13988,4147.96,234,3044,2688,287,69,188,6.62
13989,1266.08,41,1313,1251,57,5,33,4.31
13990,311.3,16,190,162,28,0,16,3.65
13991,855.97,80,998,940,58,0,58,5.41
13992,76.8,5,64,64,0,0,5,2.28
13993,3451.36,120,899,417,336,146,65,5.37
13994,2313.14,144,940,601,311,28,122,6.44
13995,1393.69,86,879,792,77,10,55,5.14
13999,3901.81,208,2243,1923,292,28,102,5.95
14000,635.66,15,710,634,76,0,15,3.51
14001,2043.08,39,962,796,148,18,34,4.73
14002,529.73,47,877,836,32,9,47,4.23
14004,4582.64,171,2668,2404,192,72,102,5.99
14005,2874.72,84,2478,2176,256,46,53,4.33
14006,962.19,30,641,620,20,1,22,4.01
14009,695.61,42,365,278,81,6,42,5.07
14012,328.8,11,160,124,36,0,11,3.17
14013,473.02,34,462,438,24,0,30,4.33
14014,505.18,39,1076,1076,0,0,39,5.01
14015,917.34,20,378,246,132,0,20,4.14
14016,4341.21,161,2125,1624,408,93,154,6.31
14019,1421.61,66,1037,964,69,4,37,4.58
14020,642.8,39,441,385,50,6,37,4.57
14021,631.9,22,192,70,108,14,22,4.16
14022,440.0,28,487,449,38,0,28,4.4
14023,584.07,31,345,266,77,2,30,4.43
14024,327.7,16,150,112,35,3,16,3.62
14027,104.82,6,62,60,2,0,6,2.35
14029,467.66,15,198,140,50,8,15,3.4
14030,2360.09,241,1479,1260,192,27,210,5.88
14031,17286.86,250,5788,3449,1510,829,119,6.0
14032,2975.59,143,2032,1711,289,32,53,4.71
14034,651.82,84,423,380,34,9,82,5.67
14035,1413.02,64,738,598,127,13,40,4.67
14036,626.65,38,268,207,41,20,38,4.83
14037,147.2,28,46,9,36,1,27,4.63
14038,1560.38,92,965,909,56,0,64,5.68
14039,152.2,6,92,88,4,0,6,2.46
14040,3614.92,223,1554,1153,265,136,146,6.41
14041,141.41,21,94,86,8,0,21,3.93
14044,652.82,206,308,236,63,9,165,6.68
14045,1659.75,6,535,227,224,84,4,1.37
14046,154.99,14,460,458,2,0,14,2.83
14047,1308.61,32,381,170,158,53,22,4.06
14048,409.93,83,288,243,45,0,83,6.13
14049,5681.72,476,3870,3343,477,50,348,7.75
14050,746.36,54,689,659,30,0,49,5.04
14051,15595.39,208,3755,1282,2055,418,51,4.93
14052,225.36,56,89,57,24,8,56,5.4
14053,260.25,3,215,215,0,0,2,0.99
14054,92.46,6,62,62,0,0,6,2.55
14055,725.64,10,216,84,122,10,10,2.97
14056,8214.65,1066,4273,3247,758,268,320,7.26
14057,6217.96,283,4876,4600,231,45,179,6.76
14059,183.6,8,128,120,8,0,8,2.7
14060,6140.42,202,5386,4952,418,16,86,5.51
14062,10464.85,111,5593,4474,1053,66,60,5.31
14064,1353.74,71,1788,1722,65,1,59,5.52
14066,152.55,7,45,12,30,3,7,2.4
14067,374.7,52,361,318,38,5,51,5.06
14068,265.85,22,73,12,59,2,22,4.31
14071,1438.82,321,995,864,90,41,271,7.07
14073,151.04,13,130,118,12,0,13,3.26
14075,942.26,43,754,716,30,8,33,4.2
14076,122.47,43,81,66,14,1,43,4.74
14077,499.42,42,268,247,14,7,33,4.64
14078,1049.37,65,310,179,118,13,46,4.7
14079,375.1,12,301,273,25,3,12,2.54
14080,45.6,4,48,48,0,0,4,1.98
14081,934.52,145,596,492,81,23,126,6.25
14082,182.25,28,110,96,10,4,28,4.48
14083,1018.43,177,732,598,115,19,162,6.8
14085,4448.54,445,3184,2653,498,33,272,7.37
14087,194.42,61,251,240,11,0,61,5.54
14088,50491.81,589,12665,3870,6995,1800,379,8.01
14089,161.0,13,134,121,11,2,13,3.31
14090,76.32,1,72,72,0,0,1,-0.0
14092,4076.91,214,2066,1441,605,20,117,6.2
14093,442.85,95,406,379,27,0,95,6.12
14096,65164.79,5111,16352,6323,8512,1517,1119,7.03
14098,147.35,21,104,69,35,0,21,4.07
14099,3104.17,250,2179,1859,302,18,167,6.73
14100,194.9,24,64,30,28,6,24,4.32
14101,5976.79,35,6942,6002,940,0,15,3.08
14102,1360.28,56,961,938,14,9,35,4.75
14104,216.21,21,72,61,6,5,21,2.71
14105,1266.23,74,800,619,164,17,74,5.62
14107,2703.23,123,1793,1512,266,15,61,5.37
14108,597.91,34,381,308,68,5,33,4.41
14109,144.2,9,88,78,10,0,9,2.79
14110,5683.15,155,2445,1502,937,6,94,6.04
14111,677.85,9,457,411,46,0,9,2.79
14112,2915.15,160,1651,1414,216,21,117,6.44
14113,1840.42,34,745,449,294,2,26,3.99
14114,386.53,15,101,58,31,12,15,3.29
14116,1382.74,72,707,544,140,23,61,5.41
14117,90.0,3,72,72,0,0,3,1.58
14121,2780.15,159,2082,1823,232,27,148,6.48
14124,419.58,5,1618,1618,0,0,4,1.6
14125,2740.43,166,1640,1337,271,32,159,6.64
14126,691.13,14,507,462,44,1,13,3.25
14127,709.71,44,321,260,35,26,39,4.74
14128,637.5,46,564,461,102,1,40,4.56
14129,1123.86,52,592,432,160,0,31,4.33
14130,483.86,66,258,203,46,9,66,5.58
14132,3586.03,200,3368,3093,271,4,100,5.85
14133,605.64,28,348,288,55,5,25,3.67
14135,4690.31,134,3850,3355,483,12,95,5.59
14138,982.38,46,610,514,96,0,40,4.87
14139,415.82,26,510,496,12,2,26,3.86
14140,935.05,66,811,720,88,3,60,5.35
14141,915.13,40,355,248,100,7,27,4.28
14142,311.81,22,313,280,31,2,22,3.86
14143,115.8,7,30,12,12,6,7,2.62
14145,3742.2,11,756,0,756,0,6,2.41
14146,4191.0,210,2437,2001,373,63,183,6.87
14147,483.4,5,108,36,32,40,4,1.2
14148,157.2,3,16,0,6,10,3,1.43
14149,446.62,28,218,116,100,2,28,4.48
14150,658.64,26,496,426,70,0,23,3.76
14152,621.29,49,711,692,19,0,47,5.16
14154,1345.62,52,465,326,100,39,52,3.68
14155,118.75,6,25,0,25,0,6,2.55
14156,117379.63,1394,57885,41240,14862,1783,714,8.03
14157,432.88,45,284,227,57,0,45,5.21
14158,507.66,41,781,761,12,8,41,4.31
14159,4693.01,1136,4408,4090,302,16,501,8.2
14161,1110.52,101,455,322,110,23,87,6.07
14162,289.36,25,142,105,30,7,25,4.25
14163,2445.91,52,893,611,242,40,36,4.59
14164,1631.77,29,1033,961,72,0,28,4.72
14165,122.54,23,54,36,14,4,23,3.94
14167,574.84,48,150,29,116,5,27,4.17
14171,363.79,57,167,105,57,5,57,5.41
14173,450.84,29,150,73,69,8,28,4.29
14174,134.46,26,94,77,16,1,26,4.26
14175,3222.3,149,1515,1143,272,100,139,6.5
14176,576.9,31,209,75,128,6,28,4.55
14177,559.41,41,205,121,74,10,37,4.76
14178,1620.93,309,1505,1347,147,11,191,6.65
14179,719.78,145,330,265,48,17,135,6.64
14180,4748.52,240,719,98,364,257,112,6.01
14184,452.89,24,127,66,39,22,24,4.28
14185,197.65,3,6,0,3,3,3,0.47
14188,2054.36,65,1162,1118,36,8,34,4.53
14189,4654.08,265,3937,3493,392,52,176,6.32
14191,4684.76,259,3662,3382,266,14,145,6.18
14193,853.39,42,445,360,81,4,35,4.77
14194,11349.52,579,5840,4561,1117,162,269,7.24
14195,1012.0,7,760,728,0,32,7,2.37
14196,335.52,6,142,36,104,2,6,2.25
14198,701.4,39,290,186,88,16,35,4.52
14199,185.4,2,28,12,0,16,2,0.37
14201,747.44,37,590,530,56,4,32,4.5
14204,161.03,36,82,63,17,2,36,4.64
14205,466.7,24,204,166,16,22,23,4.03
14206,328.16,20,276,274,0,2,20,3.6
14208,151.74,10,114,102,6,6,10,2.68
14209,2073.43,87,691,272,357,62,55,5.28
14210,1905.84,102,760,436,296,28,66,5.44
14211,2241.1,112,1242,962,259,21,87,5.84
14212,1070.48,9,1152,1104,48,0,9,2.57
14214,1004.38,67,751,633,114,4,64,5.37
14215,1789.72,108,1358,1158,191,9,98,6.13
14216,1824.3,58,593,292,244,57,46,4.85
14217,2004.98,100,689,413,211,65,78,5.87
14218,169.48,12,160,148,12,0,12,3.28
14219,89.94,7,78,72,4,2,7,1.96
14220,632.4,21,272,192,80,0,21,4.18
14221,3432.8,193,2191,1916,223,52,123,6.16
14222,683.17,41,607,580,26,1,41,4.9
14223,991.13,60,585,478,80,27,50,4.86
14224,1050.12,111,514,379,116,19,105,6.04
14226,2232.19,65,1308,1089,197,22,64,5.38
14227,3350.96,175,1820,1585,186,49,117,6.25
14229,1547.2,40,610,400,176,34,29,3.94
14231,925.71,50,409,310,92,7,47,4.77
14232,2048.07,115,1941,1782,154,5,81,5.84
14233,1462.72,35,680,490,190,0,30,4.55
14234,775.46,135,963,891,71,1,122,6.51
14235,3144.86,79,1959,1731,220,8,65,5.46
14236,490.86,15,310,248,60,2,15,3.08
14237,161.0,9,38,12,19,7,9,2.81
14238,146.85,8,111,108,0,3,8,2.26
14239,2380.85,112,993,694,249,50,83,5.82
14240,890.34,42,418,300,102,16,37,4.54
14241,213.7,10,146,120,26,0,10,2.93
14242,280.55,16,123,92,25,6,13,3.32
14243,2588.77,141,1221,812,367,42,99,5.96
14245,1693.45,108,976,763,194,19,107,6.24
14246,1474.06,75,804,644,148,12,57,5.45
14247,136.77,19,47,23,21,3,19,3.85
14248,302.58,8,102,72,6,24,8,2.43
14250,1904.05,111,1200,999,193,8,94,6.04
14251,2879.7,78,1674,1180,494,0,37,4.84
14256,969.06,53,414,268,114,32,51,5.21
14257,3099.72,106,1682,1330,340,12,88,5.69
14258,12669.98,111,7100,5350,1510,240,58,5.19
14259,120.0,5,68,66,0,2,5,1.86
14261,1163.45,52,406,276,89,41,52,5.28
14262,2618.23,143,1645,1396,247,2,87,5.96
14264,333.97,17,70,12,39,19,15,3.73
14265,530.18,31,330,284,29,17,31,4.28
14267,1516.24,55,530,330,148,52,25,3.96
14270,492.65,29,197,124,57,16,29,4.46
14271,112.32,10,88,78,8,2,10,2.51
14272,437.96,33,599,566,26,7,33,3.93
14273,559.97,29,264,227,37,0,22,4.23
14276,1119.74,64,744,682,55,7,52,5.25
14277,4216.2,218,1984,1460,436,88,195,7.04
14280,134.04,8,52,36,12,4,8,2.53
14282,3729.34,154,2668,2618,50,0,70,5.63
14284,595.25,32,161,48,104,9,24,4.32
14285,1910.01,27,541,84,390,67,18,3.9
14286,4628.75,280,4338,4063,250,25,220,7.22
14287,176.63,9,261,254,7,0,9,2.66
14288,426.6,16,188,136,48,4,16,3.61
14289,911.26,47,292,178,66,48,33,4.29
14290,2314.65,101,915,518,354,43,89,5.94
14291,3883.25,237,2749,2422,278,49,145,6.46
14292,4871.93,100,1663,924,651,88,64,5.16
14293,1046.56,61,709,600,97,12,51,5.05
14295,166.2,5,84,84,0,0,5,2.3
14297,1305.33,62,865,758,99,8,48,5.11
14298,51527.3,1637,58343,54782,3212,349,884,8.97
14299,3965.62,143,2149,1748,283,118,94,5.74
14300,43.2,3,32,32,0,0,3,1.53
14301,640.14,13,606,552,54,0,13,3.57
14304,383.45,17,139,96,24,19,17,3.68
14305,1843.96,104,1088,876,208,4,95,6.17
14306,2093.32,33,1075,757,266,52,33,4.41
14307,2995.72,180,2058,1721,317,20,150,6.62
14309,2352.53,117,1633,1394,221,18,74,5.24
14311,310.26,20,146,98,39,9,20,3.77
14312,1611.59,87,1012,848,138,26,74,5.58
14314,120.0,8,296,296,0,0,8,2.21
14315,2481.13,101,1021,674,295,52,64,5.42
14317,508.58,24,255,200,40,15,24,4.05
14320,477.79,31,325,284,39,2,29,4.38
14321,1530.75,123,2406,2328,65,13,111,5.67
14323,605.06,36,350,270,72,8,32,4.2
14326,183.85,8,103,92,11,0,8,2.76
14327,311.65,12,139,80,59,0,12,3.44
14329,5014.84,258,3095,2687,317,91,218,7.1
14331,462.66,28,252,206,38,8,27,4.21
14332,866.31,24,481,327,154,0,22,4.24
14333,415.2,15,58,0,32,26,15,3.77
14334,2552.21,162,1731,1540,115,76,98,5.64
14335,468.26,59,379,299,77,3,55,5.19
14336,1614.91,90,1759,1584,171,4,77,5.62
14338,588.22,31,335,291,32,12,30,4.26
14339,309.52,14,168,128,40,0,14,3.66
14340,134.7,6,58,36,22,0,6,2.29
14341,2182.28,128,1403,1259,127,17,109,6.29
14342,668.56,21,347,285,48,14,18,3.61
14344,889.93,70,477,341,119,17,56,4.94
14345,108.98,6,50,36,14,0,6,2.31
14346,1021.58,60,605,530,60,15,55,4.37
14348,409.57,18,183,120,49,14,18,3.78
14349,133.5,31,86,68,17,1,31,4.59
14350,282.93,18,183,144,39,0,18,3.81
14351,51.0,1,12,0,12,0,1,-0.0
14352,1078.96,45,538,364,152,22,44,4.86
14353,90.6,6,64,64,0,0,6,2.52
14354,163.62,9,210,204,6,0,9,2.88
14355,174.4,11,92,64,26,2,11,3.1
14356,701.23,33,277,192,69,16,33,4.54
14357,225.77,39,148,118,29,1,39,4.83
14359,912.18,55,371,246,114,11,44,5.0
14360,2128.23,117,1151,898,217,36,104,5.99
14362,161.2,37,100,80,19,1,37,4.73
14364,3717.35,69,1967,1742,181,44,61,5.29
14367,9261.52,520,4438,3319,976,143,270,7.34
14368,155.0,8,36,12,20,4,8,2.73
14371,100.5,4,34,18,16,0,4,1.88
14373,76.55,4,17,12,0,5,4,1.53
14375,257.68,57,194,169,23,2,57,5.32
14377,617.05,11,219,156,39,24,11,2.76
14379,348.1,44,292,254,37,1,39,4.83
14381,202.68,56,146,132,14,0,56,5.55
14382,626.07,121,1237,1198,38,1,121,6.35
14383,1247.69,59,817,716,81,20,49,4.84
14385,202.11,14,159,156,3,0,13,3.33
14386,142.4,7,54,24,24,6,7,2.44
14387,1770.56,138,819,603,184,32,125,6.5
14388,3212.84,186,1941,1721,196,24,124,5.96
14389,1043.46,45,729,706,20,3,33,4.68
14390,4652.82,281,2136,1515,574,47,135,6.42
14393,67.95,5,13,0,13,0,5,2.29
14395,3507.71,335,1693,1231,418,44,181,6.67
14396,487.99,73,225,169,52,4,71,5.87
14397,2612.96,87,1890,1822,30,38,18,3.02
14400,574.7,25,454,438,16,0,25,4.39
14401,4051.48,182,4507,4210,248,49,113,5.56
14403,1475.81,20,519,256,229,34,17,3.49
14404,1474.32,99,839,713,101,25,70,5.34
14406,156.75,8,77,56,19,2,8,2.67
14407,2157.73,73,1415,1125,265,25,67,4.95
14408,2606.53,104,1616,1482,127,7,60,5.34
14409,2059.45,54,1230,1079,146,5,40,4.46
14410,1105.07,186,571,460,86,25,153,6.78
14411,1063.0,14,196,48,108,40,14,3.59
14412,770.03,43,786,732,42,12,43,4.49
14413,122.7,22,68,49,18,1,22,4.08
14414,1496.98,97,2512,2478,30,4,79,5.58
14415,5900.28,568,3011,2398,553,60,283,7.38
14416,490.22,14,326,308,18,0,13,3.44
14418,1937.25,122,1711,1530,170,11,114,5.9
14419,1058.06,200,487,333,151,3,112,6.25
14420,387.52,29,334,316,18,0,29,4.5
14421,813.11,27,365,240,115,10,25,3.91
14422,4263.64,222,2906,2480,369,57,189,6.89
14423,265.2,3,120,24,96,0,3,1.45
14424,322.08,1,48,0,48,0,1,-0.0
14426,4481.67,224,2699,2204,431,64,183,6.66
14427,363.34,17,228,206,22,0,16,3.78
14428,1244.83,131,436,269,133,34,108,5.97
14431,470.36,17,130,48,66,16,17,3.74
14432,2255.51,372,2070,1859,200,11,256,7.21
14434,1372.8,12,368,144,144,80,3,1.31
14436,89.06,9,129,120,8,1,9,1.79
14437,63.0,5,60,60,0,0,5,2.28
14438,131.9,9,82,82,0,0,9,3.11
14439,2661.24,32,526,140,306,80,32,4.8
14440,2357.68,55,588,170,336,82,33,4.41
14441,1712.89,51,446,170,231,45,43,5.13
14442,1589.82,63,482,274,115,93,58,5.47
14443,1420.2,93,938,796,141,1,84,5.7
14446,1039.58,265,933,837,87,9,233,7.3
14447,1163.23,70,571,438,131,2,54,5.35
14448,375.35,20,104,32,71,1,20,4.06
14449,907.1,237,757,680,74,3,201,7.06
14450,483.25,40,241,161,80,0,32,4.36
14451,662.59,99,389,311,76,2,86,6.14
14452,264.44,58,119,81,31,7,55,5.27
14453,119.93,22,49,28,20,1,22,4.22
14456,3062.4,921,2908,2707,175,26,580,8.52
14457,113.64,4,88,88,0,0,4,1.82
14459,1837.92,37,760,460,276,24,37,4.69
14460,434.34,16,881,881,0,0,14,3.59
14461,2103.06,180,766,493,223,50,173,6.98
14462,2004.02,223,964,751,181,32,150,6.38
14463,514.62,5,178,132,30,16,5,1.76
14465,1058.62,120,405,248,148,9,107,6.27
14466,2272.4,72,1006,819,132,55,35,3.93
14467,598.76,88,278,186,86,6,67,5.54
14470,461.19,43,193,138,45,10,43,4.96
14472,1936.84,253,1160,979,151,30,153,6.53
14473,234.34,7,88,48,28,12,7,2.44
14474,547.66,29,140,68,36,36,29,4.57
14475,925.85,42,447,350,73,24,35,4.54
14476,215.7,17,132,111,20,1,17,3.71
14477,1309.6,10,720,720,0,0,7,2.7
14479,316.25,18,117,62,47,8,18,3.92
14480,279.05,13,143,132,9,2,13,3.36
14481,636.51,30,489,436,51,2,25,4.18
14482,2068.15,132,1646,1577,60,9,110,6.26
14483,137.1,9,97,85,12,0,9,3.01
14484,321.92,14,210,180,30,0,14,3.54
14485,165.75,44,71,47,22,2,44,5.15
14487,1196.33,134,735,673,40,22,112,6.13
14488,1064.28,46,799,747,44,8,46,4.96
14489,463.38,30,299,285,14,0,30,4.74
14491,340.93,17,139,84,42,13,17,3.61
14493,2383.24,120,1285,1022,235,28,95,5.85
14494,139.56,7,92,84,8,0,7,2.64
14495,123.8,6,62,62,0,0,6,2.58
14496,538.81,19,159,56,92,11,16,3.4
14497,475.37,29,235,182,38,15,29,4.39
14498,1957.32,192,1098,915,165,18,162,6.34
14499,815.32,182,501,407,89,5,146,6.64
14500,356.85,7,117,70,42,5,6,2.25
14501,251.21,10,161,140,21,0,9,2.73
14502,2470.67,589,1498,1204,235,59,368,7.72
14503,3543.26,164,2004,1684,268,52,113,6.07
14504,673.26,107,308,210,80,18,85,5.89
14505,5905.64,756,2759,2047,643,69,540,8.48
14506,2012.17,284,730,469,176,85,204,7.02
14507,1383.18,95,600,376,205,19,79,5.7
14508,276.42,54,131,98,25,8,52,5.21
14511,1314.81,68,784,700,75,9,53,5.01
14512,275.28,23,122,96,19,7,19,2.9
14513,455.59,12,361,300,61,0,11,3.27
14514,1055.35,67,589,466,104,19,65,5.44
14515,2102.09,98,1134,943,164,27,68,5.57
14517,330.45,18,91,44,31,16,17,3.77
14518,174.37,16,278,271,5,2,16,2.82
14520,270.6,4,146,142,0,4,3,1.19
14522,974.54,17,525,399,116,10,15,3.22
14523,241.09,12,251,220,30,1,12,2.79
14524,1867.68,196,676,386,259,31,161,6.58
14525,4332.2,278,2696,2024,626,46,217,7.12
14527,8508.82,971,2089,1058,630,401,330,7.26
14528,364.22,18,278,254,22,2,18,3.68
14529,620.04,204,348,247,98,3,177,7.03
14530,2925.91,212,1410,1008,336,66,140,6.49
14532,932.85,64,284,163,30,91,45,4.73
14533,1949.72,62,4019,3921,94,4,53,5.11
14534,4447.05,494,2047,1542,374,131,331,7.65
14535,2864.19,325,1831,1512,287,32,280,7.57
14536,171.8,18,40,18,13,9,18,3.84
14537,355.56,10,120,24,96,0,10,3.22
14538,388.25,19,155,82,67,6,19,3.91
14539,537.48,32,428,398,28,2,31,4.5
14540,996.26,68,421,248,161,12,64,5.59
14541,1461.65,97,647,371,272,4,71,5.62
14542,103.25,5,19,0,19,0,5,2.31
14543,3630.33,71,679,109,400,170,43,5.0
14544,2024.45,110,1543,1415,109,19,97,5.96
14546,2578.09,394,1317,981,309,27,250,7.36
14547,4007.54,347,2668,2271,358,39,198,6.84
14548,652.8,4,256,0,256,0,2,1.0
14549,289.24,56,136,88,42,6,56,5.48
14550,765.62,45,394,244,144,6,38,4.79
14551,186.23,10,106,94,7,5,9,2.65
14552,165.07,57,91,69,21,1,57,5.49
14553,859.27,112,493,417,62,14,103,4.62
14554,2381.04,189,1478,1279,171,28,147,6.56
14555,324.14,19,130,79,51,0,18,3.98
14557,788.38,16,510,410,100,0,16,3.74
14560,2237.77,74,1260,1073,51,136,39,4.09
14561,1080.76,69,1014,926,83,5,67,5.47
14562,5074.77,408,1834,1042,698,94,187,6.62
14565,3099.12,127,1540,1133,383,24,111,5.32
14566,1432.0,4,800,800,0,0,4,2.0
14567,1530.36,33,412,108,280,24,33,4.82
14569,227.39,10,79,10,67,2,10,2.74
14570,218.06,29,95,62,30,3,29,4.48
14572,2832.84,249,1428,1039,353,36,190,6.89
14573,1653.42,224,544,346,122,76,127,5.88
14576,35.4,1,12,0,12,0,1,-0.0
14577,859.71,119,353,234,119,0,86,6.21
14578,168.63,24,240,225,15,0,24,4.16
14581,138.6,16,217,210,6,1,16,3.29
14582,114.11,6,73,54,17,2,6,1.82
14583,1052.55,281,792,674,100,18,243,7.26
14584,1042.26,98,383,261,104,18,68,5.58
14585,157.05,29,91,70,20,1,29,4.51
14586,237.36,19,444,444,0,0,19,3.93
14587,1601.14,367,761,522,206,33,170,6.63
14589,39.75,3,5,0,0,5,3,1.58
14591,1447.14,164,1297,1192,86,19,138,6.45
14592,570.46,157,415,352,59,4,132,6.39
14593,617.99,143,332,277,38,17,127,6.33
14594,379.83,51,185,132,40,13,48,5.12
14595,1740.6,102,978,746,213,19,94,6.07
14597,883.15,45,577,510,67,0,45,5.25
14598,221.97,49,189,172,17,0,49,5.42
14600,393.33,25,125,54,53,18,25,4.35
14601,213.96,7,168,156,12,0,7,2.58
14603,660.0,2,400,200,200,0,2,0.77
14606,12156.65,2660,6224,4881,1045,298,819,8.75
14607,16569.5,80,11766,10860,686,220,38,4.66
14608,1785.15,20,437,0,437,0,8,2.85
14609,601.56,4,7026,7026,0,0,2,0.8
14616,406.08,3,104,24,80,0,2,0.25
14618,523.44,14,262,198,64,0,9,3.03
14619,394.44,20,152,96,42,14,20,3.92
14620,412.78,26,214,163,43,8,26,4.29
14621,1788.36,92,993,845,126,22,80,5.67
14622,320.58,21,146,94,48,4,21,4.11
14623,889.25,132,419,303,101,15,108,6.28
14624,225.85,13,162,143,19,0,13,3.41
14625,899.63,53,335,202,108,25,51,5.27
14626,2791.27,122,1403,1126,228,49,108,6.08
14628,671.96,24,272,156,85,31,22,3.88
14629,959.01,148,380,273,68,39,133,6.36
14631,1006.98,41,622,530,88,4,38,4.76
14632,114.56,8,96,90,4,2,8,2.44
14633,344.9,20,96,36,48,12,20,4.09
14636,609.85,28,241,126,115,0,27,4.61
14638,443.6,16,166,98,48,20,16,3.5
14639,2984.49,172,1431,1146,211,74,138,6.36
14640,2125.08,105,886,566,278,42,87,5.73
14641,110.46,7,90,84,6,0,7,2.6
14642,96.12,2,76,72,4,0,2,0.67
14643,693.81,31,815,780,29,6,30,4.0
14644,830.76,26,258,114,114,30,26,4.13
14645,597.09,30,381,326,44,11,28,3.51
14646,280206.02,2076,196915,173339,21818,1758,700,8.17
14647,243.22,24,95,53,42,0,24,4.35
14649,1417.29,175,1018,802,197,19,148,6.6
14651,654.6,101,344,282,54,8,95,5.9
14652,114.18,29,53,33,18,2,29,4.41
14653,1947.55,233,950,745,160,45,154,6.6
14655,1932.23,49,1089,1018,70,1,35,4.65
14656,291.05,76,120,74,41,5,73,5.68
14657,848.22,122,466,388,64,14,103,6.2
14658,247.15,29,47,12,23,12,27,4.06
14659,2529.93,251,1195,905,265,25,147,6.57
14660,285.74,30,228,183,42,3,24,3.71
14661,107.95,4,35,25,4,6,4,1.3
14662,771.17,153,602,508,81,13,143,6.69
14664,637.89,96,466,422,37,7,78,5.7
14665,1835.7,90,740,494,223,23,63,5.24
14666,195.25,14,161,146,13,2,14,3.08
14667,9241.2,561,5385,4621,617,147,354,7.75
14669,1269.99,161,775,607,151,17,158,6.83
14670,411.53,118,337,309,27,1,107,6.38
14672,765.55,61,454,377,64,13,58,5.35
14673,1736.4,74,1004,780,224,0,39,4.64
14675,604.75,93,341,286,46,9,93,6.01
14676,2548.24,42,2500,2316,168,16,29,4.43
14680,28739.11,257,13475,10130,3313,32,72,5.51
14681,498.95,7,76,0,32,44,6,2.51
14682,52.0,2,80,80,0,0,1,-0.0
14684,1236.28,388,853,722,125,6,231,7.4
14687,628.38,15,470,408,62,0,15,3.66
14688,5630.87,321,3621,3195,402,24,148,6.45
14689,112.8,13,76,66,9,1,13,3.33
14690,371.7,48,170,129,34,7,40,4.87
14691,2114.33,71,707,388,272,47,50,5.21
14692,591.55,64,265,165,96,4,53,5.44
14693,172.9,8,34,16,8,10,8,2.43
14696,2078.95,130,1630,1400,211,19,117,6.28
14697,188.61,22,181,172,6,3,22,3.93
14698,1250.76,190,615,463,134,18,148,6.72
14699,109.13,8,77,70,7,0,8,2.49
14700,2235.3,111,1342,1131,188,23,80,5.92
14701,2549.37,316,932,593,286,53,268,7.28
14702,3292.14,342,1454,1062,307,85,196,6.67
14703,318.17,22,183,146,37,0,22,4.29
14704,1546.91,362,1082,889,173,20,288,7.55
14705,179.0,1,100,100,0,0,1,-0.0
14708,1126.37,28,621,466,127,28,25,3.59
14709,4921.04,196,2484,2377,53,54,71,5.61
14710,606.13,131,378,309,62,7,124,6.53
14711,2868.8,339,978,683,253,42,221,5.85
14712,917.07,25,315,139,174,2,21,3.86
14713,2666.36,337,1615,1308,278,29,146,6.38
14714,160.19,10,229,226,0,3,10,2.48
14715,867.38,71,521,418,88,15,60,5.28
14716,329.68,48,604,591,11,2,46,4.92
